bird ID,Fruits_pcbiomass,Infructescence_pcbiomass,Catkins_pcbiomass,Leaves_pcbiomass,Dry oct leaf_pcbiomass,BC-index,Standardized BC-index
LM-14-217,95.6664478,3.184504268,0,1.149047932,0,-15.71398926,-0.312364044
LM-14-219,0,0.091558323,12.14978942,0.62717451,0,17.79730225,1.206930141
LM-14-220,7.815400937,0.026522854,26.65841511,0.94008782,0.754427843,16.12106323,1.130934855
LM-14-223,60.88512854,0,0,1.513179304,0,7.57800293,0.743619975
LM-14-225,4.214112795,0,0,0.502107056,0,-32.75238037,-1.084829903
LM-14-226,53.06801846,13.01354316,33.60823182,0.310206552,0,5.461456299,0.647662558
LM-14-230,0,0.044035889,0,15.96300985,0,3.090332031,0.540163409
LM-14-236,0,0.015190643,1.584890374,4.101473492,0,6.830749512,0.709741908
LM-14-240,0,0,0,99.02248289,98.82697947,-32.52523804,-1.074532
LM-14-242,0,0,0,36.31982205,0,16.12493896,1.131110568
LM-14-243,0,0.338004366,0,16.39321175,0,21.54605103,1.376886355
