BirdID,Wing_mm,Head_mm,SternL_mm,BodySize,GizzardEmptyFFDM,TotalFat,LDBM,Oxalat,OxalatIntens
LM-17-098,202,54.16,85.68,0.992191626,3.92,8.13569712,118.9698972,0,
LM-17-103,201,55.4,89.36,2.119697284,3.2,7.13887472,122.9113732,0,
LM-17-104,184,50.38,84.11,-2.316839435,2.9,7.44706656,113.6101176,1,1
LM-17-111,201,56.31,87.12,1.977776359,3.69,5.12148989,123.669524,1,3
LM-17-113,202,52.71,87.19,0.786782546,3.82,5.56991832,118.5936812,0,
LM-17-134,202,54.41,87.22,1.404899851,4.02,5.81660976,119.6862852,1,1
LM-17-141,198,53.79,86.53,0.677252021,3.96,7.42174105,133.8077616,1,1
LM-17-142,198,54.54,88.82,1.427085585,3.15,5.65982722,121.3051588,0,
LM-17-149,189,52.23,84.65,-1.087972319,3.44,6.24391174,113.5816056,0,
LM-17-152,191,51.21,84.64,-1.27721192,3.69,7.49708585,116.9862836,0,
LM-17-158,200,52.22,85.08,-0.011709158,4.22,3.93369191,121.6168188,1,1
LM-17-162,192,53.55,84.63,-0.34716406,4,4.64645887,117.2409196,1,2
LM-17-169,196,51.89,84.76,-0.557446148,4.19,10.01663312,128.5727172,1,2
LM-17-170,203,53.2,89.64,1.566549907,3.16,7.78904014,131.897222,1,1
LM-17-173,199,54.2,87.13,1.040528416,3.78,5.24029163,122.8943372,1,2
LM-17-175,198,53.59,88.58,1.034884339,3.63,5.37973548,130.7842296,1,1
LM-17-181,201,53.34,84.46,0.351424619,3.26,5.02192072,114.8009168,1,1
LM-17-183,202,54.68,84.87,1.009590445,3.09,9.2481503,128.14484,1,1
LM-17-187,203,55.4,85.6,1.511679604,3.67,5.2598326,124.913206,-99,
LM-17-191,209,54.28,84.56,1.430504465,3.04,6.3088915,129.5558088,0,
LM-17-194,190,51.12,79.28,-2.522859186,3.53,5.61526914,115.2091944,0,
LM-17-195,203,53.5,85.86,0.882356694,3.62,4.19763407,132.5134044,0,
LM-17-201,192,51.14,84.09,-1.32768966,3.59,5.12100555,113.0265884,1,3
LM-17-202,189,52.69,79.82,-1.934626855,3.36,7.36103339,110.7588408,1,1
LM-17-204,199,53.12,91.59,1.586505054,4.11,7.22768248,122.0698556,0,
LM-17-205,201,55.3,89.33,2.077420256,3.92,4.68303013,116.4289,1,3
LM-17-209,200,54.77,86.57,1.218291117,3.63,7.32296462,127.6836796,1,1
LM-17-211,192,51.54,86.12,-0.758308578,4.03,7.63076009,125.62502,0,
LM-17-212,195,52.47,84.33,-0.52879498,3.77,7.71497242,125.7743232,0,
LM-17-215,202,55.44,85.55,1.425620138,2.97,4.98543743,120.2276188,1,1
LM-17-218,201,52.55,84.97,0.173982652,3.14,8.5910992,123.6192432,0,
LM-17-223,195,52.68,83.01,-0.729844385,3.79,5.95186948,117.4016988,1,2
LM-17-224,196,53.05,85.04,-0.081283185,4.17,7.47397755,117.9588852,0,
LM-17-225,196,52.82,83.58,-0.470028047,3.24,3.41419078,105.6913188,1,1
LM-17-226,201,53.1,87.58,0.918897621,3.58,5.54918824,124.254828,1,1
LM-17-227,206,53.89,86.06,1.334562531,3.27,7.99546053,127.126296,1,1
LM-17-228,193,54.17,83.92,-0.182841401,3.87,8.5395824,119.7539964,1,1
LM-17-230,203,53.55,90.36,1.843403209,3.27,5.48460485,124.2730472,1,2
LM-17-237,204,56.88,91.96,3.467155113,3.63,7.90326138,138.2895852,1,1
LM-17-241,189,51.91,83.71,-1.400133355,4.07,7.87617445,126.0873636,0,
LM-17-242,201,54.71,85.47,1.056150528,3.51,4.82176921,122.0203636,0,
LM-17-301,194,54.66,82.47,-0.220385345,3.35,3.76155253,117.988186,0,
LM-17-302,198,54.23,84.22,0.351508324,2.92,6.65554848,116.4081172,0,
LM-17-323,192,51.3,82.51,-1.601221495,3.69,5.4208142,107.7341256,0,
LM-17-324,203,55.43,89.19,2.274822144,3.3,3.64204602,123.7336856,1,1
LM-17-325,199,55.69,88.77,1.920469557,3.2,3.04671575,126.642578,0,
LM-17-329,200,55.43,87.26,1.600426463,3.05,5.99073099,120.3206868,0,
LM-17-342,192,52.67,87.15,-0.13576737,3.79,5.98874914,119.197796,0,
LM-17-344,191,51.88,79.55,-2.102774841,3,2.61023784,100.8322932,0,
LM-17-347,201,56.46,88.29,2.276954776,3.72,5.0476426,130.2155672,1,1
LM-17-348,190,51.87,83.8,-1.305691209,3.63,7.50555701,123.0440348,0,
LM-18-001,199,53.15,83.4,-0.119051682,-99,8.64941371,125.0476424,1,1
LM-18-002,192,50.5,84.07,-1.562217112,-99,14.06256056,133.6962772,1,1
LM-18-003,198,53.57,85.64,0.411559352,-99,5.62484144,130.6513708,0,
LM-18-004,195,54.03,85.07,0.187728872,-99,5.13026945,122.0706444,1,1
LM-18-005,198,52.26,86.87,0.197857535,-99,5.02192072,123.1860032,1,1
LM-18-007,195,52.18,84,-0.702323141,-99,7.2868777,122.6569344,0,
LM-18-008,200,54.17,85.37,0.750870611,-99,6.14513531,123.6843908,0,
LM-18-010,202,54.54,88.93,1.810046446,-99,3.69855462,123.611514,1,1
LM-18-011,199,54.58,86.42,1.028497911,-99,4.63728294,123.4333044,1,2
LM-18-012,202,55.1,86.78,1.561021491,-99,6.46558607,127.8529768,0,
LM-18-013,185,51.94,86.45,-1.175031258,-99,3.6535122,115.984184,0,
LM-18-014,192,51.88,84.08,-1.063459202,-99,2.61989811,105.3309556,1,1
LM-18-018,194,51.31,85.97,-0.692566422,-99,6.36381462,116.9579688,1,1
LM-18-019,202,55.51,90.61,2.511222177,-99,4.09815287,134.244354,1,1
LM-18-021,202,54.18,85.43,0.946997879,-99,5.09845463,121.9468952,0,
LM-18-022,189,52,83.75,-1.35935966,-99,7.46819301,128.2505672,0,
LM-18-023,188,52.45,84.78,-1.071527693,-99,6.17164993,124.215826,0,
LM-18-024,201,55.41,89.27,2.104435255,-99,5.18757079,125.1731664,0,
LM-18-025,194,52.85,85.73,-0.188616235,-99,4.37364918,124.4421472,1,2
LM-18-026,196,53.95,85.09,0.253105321,-99,8.23517832,115.6252012,1,2
LM-18-027,202,54.18,86.54,1.17961725,-99,4.04512363,121.9554132,0,
LM-18-028,196,54.34,88.73,1.156290274,-99,4.61884311,125.6624444,1,2
LM-18-030,203,53.87,84.67,0.766135027,-99,3.50599356,125.7747176,1,3
LM-18-031,205,54.83,85.44,1.45296003,-99,3.89870613,122.956724,0,
LM-18-032,203,53.65,87.61,1.303083972,-99,4.28065729,114.0560168,0,
LM-18-036,196,50.43,84.65,-1.105952772,-99,6.67588219,115.6917292,1,3
LM-18-037,199,53.2,86.56,0.561175051,-99,6.60971332,133.0521744,1,2
LM-18-038,188,52.87,85.57,-0.754811689,-99,4.82935966,114.5734124,0,
LM-18-039,199,55.25,86.34,1.252865668,-99,5.20561425,118.385382,1,1
LM-18-040,198,52.13,86.22,0.014851962,-99,2.81276757,122.4957608,1,2
LM-18-041,199,53.56,85.39,0.445545722,-99,1.5319777,115.6992612,0,
LM-18-042,190,51.61,81.86,-1.805825237,-99,0.91979308,100.3240072,1,3
LM-18-044,192,51.29,84.52,-1.183590824,-99,1.04737438,97.9495464,0,
LM-18-046,193,49.54,84.21,-1.788404775,-99,2.64751387,109.1225368,1,1
LM-18-049,192,51.44,85.64,-0.894890756,-99,4.85437677,110.0185148,1,3
LM-18-050,192,52.89,86.77,-0.136224792,-99,3.81607928,114.5542072,1,3
LM-18-051,203,51.06,88.24,0.502969733,-99,2.57485569,113.6204104,1,1
LM-18-052,186,51.85,81.56,-2.142227787,-99,5.55986168,106.4366132,1,2
LM-18-055,186,52.14,82.47,-1.847150766,-99,1.29485856,91.3789736,1,1
LM-18-056,204,54.52,86.24,1.419067455,-99,3.24924548,131.0473836,1,2
LM-18-057,195,54.45,90.32,1.439113703,-99,5.88269066,137.436986,0,
LM-18-058,199,53.92,90.43,1.631327472,-99,2.32776788,103.4512944,0,
LM-18-059,200,52.17,86.65,0.299316025,-99,3.32190366,117.1732084,0,
LM-18-061,187,49.67,82.11,-2.721571193,-99,3.44251131,108.3194296,0,
LM-18-062,194,53.36,86.87,0.233839235,-99,2.94763092,116.4287028,1,3
LM-18-063,185,50.37,81.17,-2.846588298,-99,3.21465607,103.6300956,1,1
LM-18-064,190,53.96,83.16,-0.687622727,-99,1.54234274,112.6468228,0,
LM-18-066,201,52.82,86.61,0.614845581,-99,1.69683503,109.3399456,1,1
LM-18-067,203,53.49,85.29,0.759304501,-99,1.77985825,110.9174508,1,1
LM-18-069,200,55.18,90.12,2.109813043,-99,4.37444192,130.7569008,1,3
LM-18-070,200,55.02,89.7,1.964210875,-99,3.4126053,133.9043792,1,1
LM-18-072,197,53.46,88.57,0.896024524,-99,3.43381972,126.5332628,1,1
LM-18-074,192,54.88,88.7,0.984440866,-99,2.86698592,115.7479644,1,3
LM-18-075,200,53.05,87.11,0.712428999,-99,2.86540044,125.4440496,1,2
LM-18-081,189,52.02,83.68,-1.366831346,-99,5.37077998,116.0978376,0,
LM-18-083,197,53.65,84.02,0.0108757,-99,5.87223765,124.1031584,1,3
LM-18-085,206,55.16,88.8,2.365849335,-99,6.64936757,129.3389916,1,1
LM-18-086,188,51.97,84.41,-1.321819567,-99,6.07067122,113.2335072,1,1
LM-18-087,203,54.75,85.49,1.254692121,-99,3.19630421,124.0734632,0,
LM-18-088,199,53.57,85.63,0.499440804,-99,4.52006668,128.7620084,1,1
LM-18-090,195,52.35,86.67,-0.081596218,-99,3.76115616,111.5136392,0,
LM-18-091,196,53.17,84.41,-0.170122375,-99,3.68968709,122.8274148,1,1
LM-18-092,195,53.53,84.22,-0.170353166,-99,6.14403417,118.2796548,1,2
LM-18-094,200,55.31,87.14,1.532090402,-99,2.65827528,119.026724,1,2
LM-18-095,203,54.82,87.3,1.659201406,-99,5.13264767,133.1464256,1,1
LM-18-096,191,49.43,82.91,-2.280385142,-99,3.19551147,105.1355128,0,
LM-18-097,192,53.87,85.72,-0.003567973,-99,5.66061996,118.91169,1,3
LM-18-098,197,52.9,88.4,0.658854036,-99,4.21964123,127.504484,1,2
LM-18-099,198,55.41,89.91,1.968626767,-99,4.85975001,131.0394572,1,1
LM-18-100,183,50.96,82.34,-2.56900805,-99,2.59179801,96.3247184,0,
