BirdID,Wing_mm,Head_mm,SternL_mm,BodySize,GizzardEmptyFFDM,TotalFat,LDBM,Oxalat,OxalatIntens
LM-13-030,200,53.46,86.95,0.82645735,4.2,9.86081926,127.703082,0,
LM-13-031,202,53.15,86.72,0.846642131,3.15,8.09162338,125.3125712,0,
LM-13-036,202,55.29,86.16,1.499470983,3.81,5.17760212,120.878662,0,
LM-13-037,183,52.95,84.37,-1.427385691,4,8.33791845,126.6724704,0,
LM-13-051,188,51.79,82.33,-1.822500961,4.12,8.12603685,114.6525996,0,
LM-13-054,199,53.73,84.63,0.347457831,4.17,7.41802633,122.9400824,0,
LM-13-055,202,55.11,85.71,1.340383801,4.37,9.17817874,126.9370048,0,
LM-13-057,190,52.52,83.69,-1.094808467,4.01,6.64707732,112.0432996,0,
LM-13-063,191,51.63,81.17,-1.853251342,4.29,10.82747174,125.8117476,0,
LM-13-064,197,54.16,85.39,0.481531581,3.82,5.62642692,119.6706296,0,
LM-13-070,204,54.88,87.31,1.772868209,4.56,7.08941281,136.81268,0,
LM-13-075,197,53.83,88.49,1.012422228,4.25,9.01468646,135.1704216,0,
LM-13-077,190,52.13,80.61,-1.880635899,4.94,6.85569999,125.5761196,0,
LM-13-081,186,53.27,83.48,-1.228800898,3.68,10.80751947,131.3125096,0,
LM-13-083,190,52.58,82.07,-1.412712998,3.48,6.51221397,109.2460888,0,
LM-13-084,183,53.39,79.93,-2.1995071,3.37,10.3014813,120.1969376,0,
LM-13-091,202,55.46,88.61,2.074093166,3.97,6.46646678,140.2167664,0,
LM-13-092,193,52.07,84.13,-0.894622696,3.88,12.98018933,124.0259432,0,
LM-13-098,199,54.38,88.1,1.308590439,3.77,7.76080758,122.071236,1,1
LM-13-100,186,53.54,84.88,-0.838234049,3.82,9.07022638,133.1937484,0,
LM-13-103,203,53.88,87.67,1.398435033,5.23,9.05037701,140.227848,0,
LM-13-105,189,51.35,82.76,-1.800766104,3.79,7.6078128,118.75308,0,
LM-13-108,191,49.25,82.83,-2.361932534,4.33,9.89752298,119.063754,0,
LM-13-109,191,51.87,85.5,-0.859450184,4.04,9.00542256,119.613014,0,
LM-13-111,203,53.78,90.08,1.867501489,3.96,9.51883075,126.569504,0,
LM-13-115,199,55.37,87.32,1.50142935,4.02,7.74227978,130.1428876,0,
LM-13-121,202,53.66,86.55,0.99456483,4.06,7.46986646,129.677586,0,
LM-13-122,192,51.53,81.38,-1.755255166,3.91,5.92575123,110.3705572,0,
LM-13-123,188,51.76,83.21,-1.648879005,3.62,4.66577941,102.023684,1,3
LM-13-132,199,54.58,84.63,0.653372979,3.81,5.83434482,120.7838192,1,1
LM-13-134,191,52.54,83.54,-1.02906839,3.52,4.39019513,111.4011688,0,
LM-13-135,205,55.19,86.65,1.836100165,3.9,8.30293267,137.2950176,1,1
LM-13-136,182,50.05,82.94,-2.86075413,3.75,7.35256223,111.9005424,0,
LM-13-138,195,55.55,86.97,1.132954439,4.14,8.10190045,133.48502,0,
LM-13-142,195,54.92,87.49,1.01519217,4.18,5.96311523,117.2007344,0,
LM-13-145,204,54.3,87.03,1.505447348,3.8,9.03422743,137.0421564,0,
LM-13-147,197,54.82,87.23,1.104668978,3.3,6.68285584,126.9084928,0,
LM-13-148,200,55.1,88.3,1.699609087,3.69,6.9794786,139.6498788,0,
LM-13-151,197,56.11,88.4,1.814133594,3.59,4.9858338,133.429968,0,
LM-13-153,194,53.08,86.41,0.036666366,3.96,10.81876522,130.8578952,0,
LM-13-154,184,50.6,83.84,-2.294244487,3.18,8.68290198,110.1135548,0,
LM-13-155,199,54.94,88.17,1.524804226,3.78,6.63132411,136.182814,0,
LM-13-157,200,55.45,89.58,2.09381991,3.83,9.57067088,139.3756432,1,1
LM-13-158,202,54.76,88.3,1.757197274,3.84,9.00882888,139.2798144,0,
LM-13-160,191,52.42,83.37,-1.107882802,4.09,6.23433944,109.0760028,0,
LM-13-161,200,54.47,88.47,1.508498368,4.24,11.09198621,145.1039096,0,
LM-13-162,197,54.9,86.72,1.026581821,4.26,7.63155283,138.3745296,0,
LM-13-164,204,56.25,87.07,2.215635367,3.83,7.68964691,143.14585,0,
LM-13-166,204,54.01,89.62,1.943854831,3.85,8.41088503,139.6789824,0,
LM-13-167,199,54.05,87.25,1.01169143,3.92,8.50917712,137.8828852,0,
LM-13-168,185,50.53,80.48,-2.933605501,3.86,5.16913096,113.2709316,0,
LM-13-171,200,54.65,88.78,1.638246169,4.2,8.36663535,128.0911684,0,
LM-13-174,193,54.13,83.28,-0.331360289,4,10.59114534,125.4056392,0,
LM-13-176,195,54.96,87.78,1.090362608,4.23,9.47719465,141.9095028,0,
LM-13-178,200,55.72,89.48,2.170036256,4.43,7.8067752,136.8330684,0,
LM-13-182,187,52.96,82.37,-1.4830122,4.13,6.60243127,116.20179,0,
LM-13-183,189,50.25,84.66,-1.798478993,4.74,8.39174043,120.5662132,0,
LM-13-185,207,57.57,92.1,4.014756982,4.62,8.45172839,154.061838,1,2
LM-13-190,194,54.8,88.09,1.007767227,3.43,6.85238164,116.3061368,0,
LM-13-192,203,54.35,85.91,1.198750192,4.18,7.79799564,128.6956776,1,2
LM-13-193,187,51.7,82.47,-1.915529719,2.78,7.30769575,110.9639848,0,
LM-13-201,184,51.66,82.18,-2.260631525,3.29,10.51050034,124.0926684,0,
LM-13-231,202,54.12,84.79,0.791280987,4.41,9.12197854,136.636048,0,
LM-13-233,191,52.27,83.77,-1.078041027,3.71,8.88582808,122.5419004,0,
LM-13-234,189,51.65,84.94,-1.235939989,3.38,6.50383078,110.8994288,0,
LM-13-242,193,52.35,83.96,-0.829477037,3.67,4.8014355,113.2899396,0,
LM-14-011,204,54.72,86.72,1.59163965,3.68,2.13410568,124.5744144,1,2
LM-14-013,193,53.5,84.81,-0.237459886,3.87,5.82318704,117.7785064,1,2
LM-14-015,205,55.34,88.25,2.225392393,3.93,3.96289315,130.2177364,1,1
LM-14-016,191,50.83,78.88,-2.621079914,3.44,3.75189226,111.7686696,0,
LM-14-022,203,53.47,89.6,1.655340274,3.86,2.57216907,124.5581672,1,2
LM-14-030,185,52.72,83.25,-1.564923527,3.25,2.44617325,99.73752,1,3
LM-14-033,198,55.67,85.97,1.236506827,3.61,1.66833856,117.0710308,0,
LM-14-034,198,54.4,87.11,1.018339988,4.22,4.26252586,122.211824,0,
LM-14-035,188,52.51,82.21,-1.588520876,3.37,0.77377195,98.7734364,1,3
LM-14-036,205,54.62,86.6,1.620478715,3.98,2.90117896,121.484946,0,
LM-14-037,197,53.73,89.37,1.160851172,3.71,5.91529822,124.8844968,1,1
LM-14-040,204,54.5,85.83,1.325946981,3.49,6.24430811,122.6462472,0,
LM-14-042,186,53.1,81.09,-1.790849061,3.64,5.25824712,113.1188676,0,
LM-14-045,203,53.71,89.62,1.745907656,3.43,2.61103058,129.4328484,0,
LM-14-046,197,54.63,89.45,1.501526688,4,1.32247432,114.3326188,0,
LM-14-048,190,52.54,83.23,-1.184011284,3.66,3.56819873,103.5257488,1,2
LM-14-049,188,52.02,85.16,-1.146649307,3.46,5.08302475,109.952184,0,
LM-14-058,184,51.44,83.52,-2.058989782,3.51,3.86182647,108.1481604,1,2
LM-14-065,190,53.2,81.96,-1.212627261,3.78,2.64751387,104.3666748,0,
LM-14-068,194,52.03,83.29,-0.995077861,3.42,6.48862133,110.0456464,0,
LM-14-073,205,54.26,87.46,1.671142274,3.98,2.793535,121.6237592,1,1
LM-14-077,199,51.2,83.56,-0.787326301,4.34,6.12519797,126.1414296,0,
LM-14-080,203,54.1,86.49,1.230324009,3.93,3.54128774,116.229316,1,1
LM-14-082,195,53.75,88.23,0.749188548,3.79,6.19657907,122.16529,1,2
LM-14-083,201,54.19,86.11,1.003125319,3.59,4.1731013,118.3071808,1,2
LM-14-092,196,54.37,85.51,0.492281535,3.71,3.72498127,110.9253772,1,1
LM-14-100,202,54.7,89.55,1.997562015,4.03,4.27178976,123.1749216,0,
LM-14-101,202,55.66,89.26,2.282291751,3.8,3.42376308,117.2979436,1,1
LM-14-102,192,51.21,83.92,-1.338123038,4.05,4.73795325,118.2517344,0,
LM-14-104,186,53.17,83.06,-1.352809056,3.69,3.49554055,107.268824,0,
LM-14-105,204,54.86,87.72,1.851592676,3.32,5.50731678,130.8222456,0,
LM-14-110,202,54.47,87.54,1.493555302,3.13,4.6648987,129.8854908,0,
LM-14-112,187,52.31,82.86,-1.614259483,3.21,3.91674959,109.9143652,0,
LM-14-113,189,50.78,83.57,-1.836159932,3.37,7.40360962,120.5709844,0,
LM-14-114,200,53.58,86.12,0.69570476,3.16,8.17668787,127.2282764,0,
LM-14-118,197,52.94,85.48,0.061314399,3.5,4.6741626,109.6226992,0,
LM-14-120,194,52.46,86.14,-0.243054832,3.66,6.26433342,125.0844752,1,2
LM-14-122,191,50.98,83.34,-1.632426062,3.02,4.85745976,104.663468,0,
LM-14-124,196,54.31,86.5,0.678158856,3.23,2.71130452,109.6898188,0,
LM-14-127,192,52.83,84.19,-0.698501666,3.79,7.28197387,123.4780636,1,3
LM-14-130,186,52.81,85.15,-1.044378086,4.34,11.9421272,120.0733856,1,1
LM-14-131,180,49.77,79.67,-3.826764519,3.39,6.05293616,96.6898528,1,1
LM-14-139,185,52.74,81.58,-1.907702415,3.64,8.30125922,114.5565736,1,1
LM-14-142,203,53.73,87.7,1.350737017,3.68,4.73914236,123.4572808,0,
LM-14-143,186,50.15,78.71,-3.351324037,3.58,5.07455359,104.631012,0,
LM-14-148,203,54.39,85.26,1.076927648,3.99,5.76896869,127.5620996,0,
LM-14-149,198,53.5,86.58,0.583359321,3.26,5.36050291,129.7544068,0,
LM-14-150,195,51.65,83.59,-0.978992704,3.54,4.26182109,107.4852468,0,
LM-14-151,196,53.55,86.11,0.322903593,3.47,7.36611316,135.0730152,0,
LM-14-152,193,52.32,82.71,-1.102232794,3.41,5.4868951,112.3256588,0,
LM-14-154,192,51.88,83.45,-1.195486412,3.4,3.94366058,115.6818308,1,3
LM-14-160,189,52.04,83.02,-1.497947564,3.63,7.88053452,115.2444496,0,
LM-14-161,188,50.89,82.82,-2.043723287,3.53,4.75758219,101.7403388,0,
LM-14-162,198,53.02,86.45,0.383363527,3.77,4.78409681,127.8725764,0,
LM-14-163,206,56.08,88.74,2.684383475,3.46,4.99470133,135.1599316,0,
LM-14-180,197,54.29,88.46,1.171689298,3.53,5.85159554,126.2857644,0,
LM-14-181,195,55.4,85.21,0.710131491,3.97,4.95702893,124.45244,0,
LM-14-182,196,54.14,85.22,0.348730064,4.03,5.58686064,129.1762404,0,
LM-14-183,192,52.47,79.97,-1.712438475,3.09,5.67945616,111.7587712,0,
LM-14-184,189,51.96,80,-2.159631922,3.29,6.55549497,107.6181056,0,
LM-14-186,188,52.63,82.74,-1.434262344,3.3,4.23570284,111.947668,0,
LM-14-188,191,54.02,84.91,-0.209309341,3.49,3.25771664,118.2147044,0,
LM-14-196,205,54.3,87.48,1.689729621,4.43,4.85635862,124.960726,0,
LM-14-197,192,49.38,83.3,-2.126671897,2.98,3.67164363,107.7238328,0,
LM-14-203,200,54.28,86.05,0.932965191,3.11,3.365669,122.4377508,0,
LM-14-204,200,55.99,87.49,1.850170971,3.98,5.85887759,126.2639956,0,
LM-14-207,190,53.19,85.41,-0.493220108,3.59,5.24937959,113.646556,0,
LM-14-208,184,53.24,84.38,-1.230941848,3.67,5.02231709,115.5959004,0,
LM-14-209,201,54.01,88.39,1.41615605,4.3,9.95823064,129.071302,0,
LM-14-212,194,51.78,83,-1.145827335,3.31,4.20998096,111.4742428,0,
LM-14-217,194,53.11,84.5,-0.352809601,3.15,2.42614794,111.0606024,0,
LM-14-219,197,52.2,84.22,-0.469066151,3.75,8.27174958,121.0889332,0,
LM-14-220,197,51.41,84.77,-0.638125438,3.52,5.14032609,119.102756,0,
LM-14-223,209,55.16,92.88,3.490814069,3.42,5.62255119,129.8587536,0,
LM-14-225,195,54.18,81.25,-0.558832047,3.03,3.22044061,112.117754,0,
LM-14-226,184,52.14,83.78,-1.75257224,2.84,5.30518342,120.3866232,0,
LM-14-230,192,51.8,83.44,-1.226374096,3.75,3.71580534,111.719572,0,
LM-14-242,195,52.11,84.49,-0.624828322,3.61,5.987648,116.9197556,1,1
LM-14-243,199,53.5,87.27,0.817937675,3.8,6.24470448,123.8384268,0,
LM-15-001,204,54.64,90.7,2.396924302,3.78,1.63225164,127.5793328,0,
LM-15-003,186,52.18,78.67,-2.629109364,3.81,5.57040266,109.649042,0,
LM-15-006,195,54.06,88.84,0.988593473,3.95,3.23080565,118.0899692,0,
LM-15-009,208,55.64,90.6,3.095776267,3.52,2.20826137,128.8649748,0,
LM-15-013,193,51.73,84.38,-0.964597004,3.67,3.32230003,109.9822736,0,
LM-15-018,188,50.36,83.08,-2.179982959,4.14,6.54332402,113.5622032,0,
LM-15-019,203,54.63,86.2,1.360296671,3.43,3.97286182,139.9144132,0,
LM-15-020,189,52.63,80.44,-1.826289325,3.21,3.60468202,112.4680216,1,1
LM-15-021,201,54.01,85.59,0.829368447,3.73,3.28850336,120.8697496,1,2
LM-15-024,205,54.7,87.49,1.835785361,3.75,3.04988671,116.9474788,0,
LM-15-025,191,50.1,83.41,-1.934468525,3.84,6.12669548,119.8019108,0,
LM-15-026,198,52.31,87.03,0.249383264,4.14,3.81616725,113.1570808,0,
LM-15-028,191,52.12,81.02,-1.708335307,3.74,4.1020286,113.6582292,0,
LM-15-030,198,53.31,84.59,0.097939955,3.63,3.00493226,115.48343,0,
LM-15-032,191,51.48,84.68,-1.171656193,4.02,6.52757081,112.9012616,0,
LM-15-033,200,53.09,86.35,0.567554085,3.93,3.81687202,122.0811344,0,
LM-15-034,198,57.42,84.64,1.58760802,4.07,1.91542637,111.9864728,0,
LM-15-035,198,52.33,84.92,-0.185605105,3.53,3.25969849,110.3232344,1,3
LM-15-036,198,55.09,86.88,1.218470698,4.13,3.00413952,126.5118884,0,
LM-15-047,190,50.89,82.4,-1.951787182,3.65,3.61702891,110.1246364,0,
LM-15-060,190,52.32,83.81,-1.141640461,3.51,1.88052856,105.6637928,0,
LM-15-061,188,51.5,79.44,-2.532520646,3.47,4.96739397,103.7441436,0,
LM-15-063,198,54.28,84.77,0.484765184,3.85,2.92270178,122.1458876,0,
LM-15-067,197,54.29,83.4,0.111280271,3.85,3.65082558,126.7001936,0,
LM-15-072,203,53.9,89.02,1.688548488,3.95,4.11769384,121.3136768,0,
LM-15-073,186,51.85,82.68,-1.907512746,3.37,3.79763945,112.0609272,0,
LM-15-077,189,50.33,77.09,-3.356109179,3.7,4.10931065,97.3450372,0,
LM-15-080,208,54.99,90.68,2.878606514,3.74,4.8678248,131.9354352,0,
LM-15-081,203,54.81,89.96,2.213050627,3.78,4.81012709,133.9390428,0,
LM-15-084,190,53.6,83.26,-0.796230089,4.16,4.09117922,127.4383504,0,
LM-15-086,193,52.62,81.46,-1.256221494,3.81,3.11398576,112.0599412,0,
LM-15-098,183,50.31,79.33,-3.433739837,3.71,3.56091668,95.8714844,0,
LM-15-099,201,55.24,90.47,2.294732627,4.56,5.23941092,134.7718452,0,
LM-15-110,195,53.69,85.25,0.103084873,4.52,5.66330658,115.0173396,0,
LM-15-112,202,54.18,88.32,1.552646513,3.91,3.29697452,126.9643336,0,
LM-15-118,190,50.57,79.49,-2.676795211,3.71,6.13745689,114.139778,0,
LM-15-119,200,54.04,87.2,1.087591201,4.02,4.72957006,130.1310172,0,
LM-15-120,186,50.19,82.17,-2.611826205,3.87,5.18796716,112.6561296,0,
LM-15-123,202,53.85,87.85,1.335382965,4.4,8.04499548,127.201342,0,
LM-15-125,207,53.25,88.38,1.680398985,4.01,2.64672113,126.9461144,0,
LM-15-133,193,52.81,83.97,-0.661827287,3.8,4.69418791,112.2791248,1,1
LM-15-135,193,53.89,83.15,-0.444980041,3.38,2.91462699,113.8380164,0,
LM-15-138,189,49.55,83.14,-2.368950957,3.76,4.33028021,113.723574,0,
LM-15-144,202,55.36,87.38,1.780335737,4.29,2.93955613,132.1732324,0,
LM-15-150,199,53.67,90.28,1.509917378,4.23,3.44299565,128.1862084,0,
LM-15-152,194,51.12,85.51,-0.857348276,3.44,1.41317596,113.337854,1,1
LM-15-155,190,52.48,84.11,-1.021186333,3.95,4.98662654,111.9377696,0,
LM-15-174,198,52.63,87.15,0.38969936,4.33,3.18466209,110.453924,0,
LM-15-178,189,50.31,81.73,-2.390916296,3.24,2.14526346,98.8771916,0,
LM-15-180,202,51.3,82.87,-0.626006146,2.95,1.67111315,109.6232908,0,
LM-15-185,185,51.05,83.09,-2.199487537,4.07,5.9165753,109.6131952,0,
LM-15-194,191,52.44,84.67,-0.828247696,3.66,6.15629309,122.986222,0,
LM-15-197,195,51.99,85.07,-0.546467483,3.8,4.63000089,121.6936396,0,
LM-15-199,201,53.5,87.33,1.01046594,4.23,3.64275079,121.2946688,0,
LM-15-201,192,52.2,84.46,-0.868655685,3.68,3.68011479,118.6869464,0,
LM-15-202,202,52.9,87.14,0.844685229,4.33,3.87139877,123.3754916,0,
LM-15-205,197,54.43,85.54,0.610139678,3.71,5.47851191,124.4308684,0,
LM-15-209,197,52.27,81.74,-0.963599303,3.28,4.48596161,113.5271452,0,
LM-15-210,186,50.6,83.86,-2.110098902,4.02,3.09444479,111.2946528,0,
LM-15-212,188,52.1,86.25,-0.889429262,3.63,1.58690082,111.9104408,0,
LM-15-214,192,52.23,85.7,-0.597995599,3.97,4.84051744,117.6268368,0,
LM-15-215,202,54.3,86.77,1.271005681,4.06,3.005725,118.3762724,0,
LM-15-219,189,53.2,84.48,-0.77449554,4.17,5.50802155,122.8155444,0,
LM-15-221,186,50.45,82.61,-2.426042679,3.67,4.15505784,100.2093676,0,
LM-15-222,191,52.45,83.97,-0.971345595,3.94,6.26354068,107.0149768,0,
LM-15-226,188,51.71,80.33,-2.270426978,3.36,4.06285869,100.4645952,0,
LM-15-240,190,52.97,84.41,-0.781965147,4.11,5.99271284,125.7557096,0,
LM-15-244,190,50.31,77.69,-3.147589859,3.45,3.1333063,103.4249516,0,
LM-15-248,188,50.3,82.61,-2.30007346,3.56,2.6566898,111.5241292,0,
LM-15-249,193,52.23,83.39,-0.992118249,3.47,4.45018309,115.596492,0,
LM-15-251,195,53.15,84.67,-0.212810081,4.17,2.79472411,108.6677252,0,
LM-15-252,189,53.25,82.2,-1.234313295,3.69,4.21796778,113.3390372,0,
LM-15-255,196,53.49,84.78,0.022585471,4.22,3.58014925,117.0413356,0,
LM-15-257,202,54.47,89.14,1.828862504,3.83,3.69008346,121.1548696,0,
LM-15-258,187,50.2,83.86,-2.164081848,3.91,3.84140479,109.5561712,0,
LM-15-300,194,54.02,86.12,0.314198099,3.95,4.52933058,120.774118,0,
LM-16-010,200,51.97,82.91,-0.556444595,3.3,6.31956494,117.1734056,1,1
LM-16-013,195,53.08,83.38,-0.508344525,3.53,8.51393356,124.20928,0,
LM-16-014,187,50.01,83.17,-2.377064112,3.38,8.94286551,102.2987084,0,
LM-16-023,201,52.63,86.3,0.481498778,3.51,5.53541688,120.3868204,0,
LM-16-028,202,53.17,85.07,0.508054583,3.58,7.20724587,125.2450572,1,1
LM-16-031,201,53.2,85.06,0.426778795,4.25,5.87113651,130.7539428,0,
LM-16-041,190,51.69,81.63,-1.825233634,3.63,5.35361723,106.3334496,1,3
LM-16-045,186,50.58,79.46,-3.039391711,3.53,3.08716274,108.9900724,1,3
LM-16-046,183,50.51,80.67,-3.08094002,3.41,5.957903,105.6441932,0,
LM-16-047,199,52.95,87.45,0.657714639,4.42,6.55518657,128.221858,0,
LM-16-066,195,53.51,83.18,-0.395500851,3.58,2.2359651,105.8323012,1,2
LM-16-077,192,52.69,84.61,-0.66086955,3.74,8.23936245,127.5223088,1,1
LM-16-078,188,51.44,77.43,-2.975344329,3.5,11.43986186,101.9793192,0,
LM-16-083,201,55.16,88.39,1.83004125,3.69,5.75638644,132.600518,0,
LM-16-092,191,52.02,83.99,-1.12191133,3.39,6.95543017,109.7351696,0,
LM-16-109,191,51.36,85.92,-0.954981132,3.44,4.43911328,117.608026,0,
LM-16-133,204,52.7,88.24,1.183183141,3.92,9.84638762,130.2547664,0,
LM-16-134,185,51.42,82.48,-2.194160344,3.73,4.20159777,108.1289552,0,
LM-16-140,200,53.35,85.68,0.520718239,3.86,4.42866027,124.3581888,1,3
LM-16-148,205,52.64,87.33,1.060860282,3.29,2.5757364,122.1076744,0,
LM-16-157,194,51.33,80.3,-1.873613317,3.63,6.96007009,108.6687112,0,
LM-16-158,188,52.22,86.88,-0.71421403,4.23,6.27707668,112.2217064,0,
LM-16-159,189,52.15,80.49,-1.988563058,3.56,4.32917907,104.9915724,0,
LM-16-161,204,54.6,90.34,2.307084174,4.51,10.45738313,135.565054,0,
LM-16-165,204,53.56,84.51,0.711012375,3.91,7.60931031,133.6283688,0,
LM-16-184,200,54.81,88.01,1.534463606,4.25,9.84099945,119.9363472,0,
LM-16-185,197,54.02,87.46,0.864949249,4.62,7.78074492,132.031264,0,
LM-16-187,188,52.41,85.04,-1.03143628,3.45,5.03475195,112.7406796,1,2
LM-16-188,197,53.58,89.52,1.138301196,3.95,7.85780766,127.1858836,1,2
LM-16-189,188,52.32,85.11,-1.049157605,3.67,5.40545736,108.7354364,0,
LM-16-191,203,53.09,82.47,0.024365488,3.45,5.552976,125.520476,0,
LM-16-211,201,54.22,87.5,1.305220456,3.73,4.25011955,126.8437396,0,
LM-16-212,200,53.68,89.1,1.356204441,4.31,6.52623431,121.0691364,0,
LM-16-215,190,52.22,82.98,-1.35157109,3.3,9.3845842,113.6699024,0,
LM-16-216,205,52.96,88.1,1.337394929,3.62,7.15249869,132.4837092,1,1
LM-16-218,197,52.81,83.31,-0.440233017,3.43,5.70097898,117.402882,0,
LM-16-223,185,50.5,83.28,-2.357614903,3.6,7.37219117,114.1659236,0,
LM-16-234,183,50.9,80.49,-2.978301013,3.25,3.44251131,93.820554,0,
LM-16-235,200,55.25,87.27,1.537740102,3.87,5.65342588,135.7737476,0,
LM-16-248,196,48.72,81.79,-2.320743693,3.28,6.06400597,113.8657396,1,3
LM-16-250,201,52.5,89.59,1.12418719,3.98,3.81806113,124.9252736,1,1
LM-16-251,207,56.06,87.45,2.496821163,3.6,2.9022801,130.2084296,1,1
LM-16-257,197,54.58,85.8,0.718612125,3.73,3.88193975,112.5802948,0,
LM-16-258,199,54.61,87.75,1.318019028,3.76,5.41859699,124.6601476,1,1
LM-16-260,204,55.42,87.9,2.090858834,3.81,5.54578192,124.4985796,0,
LM-16-262,189,50.48,81.79,-2.317159247,3.24,5.16184891,103.2538796,0,
LM-16-264,190,51.53,82.16,-1.771747151,3.88,9.99889806,127.3411412,0,
LM-16-268,205,54.21,89.56,2.093237968,3.75,3.86310355,128.22383,1,1
LM-16-270,200,52,89.14,0.759954829,3.56,4.57824873,118.2804436,0,
LM-16-278,191,51.88,83.01,-1.377673016,3.58,3.65470131,115.9083492,1,2
LM-16-284,207,54,87.56,1.778479175,4.06,2.88692326,122.9883912,0,
LM-16-285,202,55.48,88.26,2.007942719,3.94,3.90077595,133.13633,0,
LM-16-286,199,52.07,85.85,0.005695284,3.09,4.79684007,118.0604712,0,
LM-16-294,183,49.21,79.81,-3.729037868,2.95,2.16370329,102.5260156,0,
LM-16-296,192,53.05,82.89,-0.89176073,3.44,2.38966465,115.5006632,0,
LM-16-297,191,51.2,83.73,-1.471516893,3.66,2.8497352,105.9087276,0,
LM-16-298,203,54.33,91.9,2.446858527,4.05,10.49813852,121.485932,0,
LM-16-299,196,52.21,82.64,-0.886560135,3.89,4.07322373,108.9318652,0,
LM-16-301,203,53.32,91.09,1.91361008,3.9,9.90320462,114.3031208,0,
LM-16-304,191,52.3,83.99,-1.021139282,3.12,4.34841164,113.6683248,0,
LM-16-306,191,53.51,87.36,0.120580724,4.22,3.62250505,118.0141344,0,
LM-16-307,186,52.72,81.17,-1.910845767,3.85,3.20477537,104.5171612,0,
LM-16-311,194,53.37,85.12,-0.129304015,3.31,1.35944195,113.8380164,0,
LM-16-314,194,52.19,89.39,0.340864875,4.01,7.50325183,116.9393552,0,
LM-16-317,209,55.07,91,3.064437091,3.91,3.94722791,122.3084416,1,3
LM-16-321,189,52.75,82.76,-1.296905861,3.57,6.33208777,114.31085,0,
LM-16-322,189,51.3,85.03,-1.34304402,3.76,2.51194575,117.989172,1,1
LM-16-323,183,50.09,83.98,-2.538431319,3.62,6.28515147,112.0042976,1,3
LM-16-324,205,54.09,90.11,2.165311798,3.5,7.29645,133.5539144,1,1
LM-16-326,199,54.03,86.76,0.901805596,3.59,4.19361095,123.7079344,0,
LM-16-327,198,50.88,86.57,-0.361674805,3.13,3.85304691,111.07823,0,
LM-16-330,196,52.94,85.56,-0.011897364,3.46,8.58562306,117.381902,1,1
LM-16-339,199,52.9,85.22,0.172385217,3.68,4.24677265,104.9652296,0,
LM-16-346,195,52.06,86.66,-0.188062938,3.56,6.88776379,116.3152464,1,3
LM-16-347,185,51.28,81,-2.55470553,3.72,6.42111596,119.591048,1,1
LM-16-351,192,52.86,84.53,-0.616451881,3.66,5.54578192,112.8757076,0,
LM-16-363,184,53.03,81.87,-1.832534058,3.66,4.64813232,118.5156772,0,
LM-16-366,194,51.26,80.89,-1.775161798,3.5,3.44299565,110.5487668,0,
LM-16-373,203,53.46,85.7,0.834429967,3.07,7.6930383,127.297368,0,
LM-16-374,198,54.02,87.93,1.053422863,4.03,5.73446725,121.8443232,0,
LM-16-375,195,51.46,89.76,0.245654662,3.81,5.82017709,122.7513828,0,
LM-17-001,190,52.13,82.97,-1.386057775,3.32,5.15876592,109.6609124,1,1
LM-17-003,190,50.25,83.31,-1.991417322,3.63,6.22934764,115.5782728,0,
LM-17-016,196,53.79,89.08,1.031693629,3.68,2.53718329,121.5888984,1,1
LM-17-034,196,51.97,85.85,-0.300226102,4,5.00387726,120.7309364,0,
LM-17-050,194,50.39,82.58,-1.734106717,3.53,8.64751983,119.1793796,0,
LM-17-053,204,54.56,91.44,2.523211869,3.58,5.74395158,138.6493568,1,2
LM-17-057,208,56.93,90.41,3.520229761,3.97,3.78837555,137.0156164,0,
LM-17-058,201,53.56,88.77,1.333836433,3.47,4.49355206,125.2854396,0,
LM-17-061,189,50.52,81.14,-2.438981791,3.72,4.76715449,107.8178868,0,
LM-17-063,203,53.66,86.03,0.975567112,3.26,4.28136206,132.7957636,0,
LM-17-064,200,55.37,85.04,1.113593709,4.25,5.86196058,125.6327492,0,
LM-17-065,206,56.51,92.18,3.560051035,4.56,7.52430524,137.8557536,0,
LM-17-066,191,52.37,83.57,-1.08396441,3.7,7.57883199,115.482444,0,
LM-17-067,197,54.17,86.76,0.772237375,3.89,6.20773685,119.687074,1,1
LM-17-071,198,54.3,83.96,0.322213916,3.82,5.79966744,128.414896,1,2
LM-17-073,200,55.59,87.31,1.668488841,4.29,4.39208901,122.2690452,1,1
LM-17-074,193,52.43,82.19,-1.171618616,3.47,3.67085089,111.655016,0,
LM-17-075,193,53.39,86.49,0.075023657,3.79,5.92385735,117.022722,0,
LM-17-077,189,51.62,85.37,-1.156623184,4.27,8.40780204,125.6349184,1,1
LM-17-083,197,54.98,88.1,1.344576297,3.65,7.96894591,127.7339604,0,
LM-17-087,190,51.72,77.9,-2.596121544,3.47,5.89813547,112.5086012,0,
LM-17-088,195,54.5,85.56,0.459569785,3.71,5.3404776,110.4808584,0,
LM-17-089,205,54.68,86.7,1.663029426,3.43,8.65678373,122.6377292,0,
LM-17-090,205,54.15,85.55,1.231280282,3.44,3.75308137,126.1158756,0,
LM-17-096,194,53.96,84.87,0.030645337,3.96,8.87387756,122.6187212,1,3
LM-17-097,186,54.28,86.19,-0.297375148,3.56,6.41842934,117.5347548,0,
