"","Wing_mm","Head_mm","SternL_mm","BodySize","GizzardEmptyFFDM","TotalFat","LDBM","Oxalat","OxalatIntens","Notes","BirdID","Phase","CollYear","CollMonth","CollDay","Sex","Age","WeightNE","DigestivTrLength..SI.LI.2xceca.","Gut...rectum..SI.","Caecum","ceca.weight","ceca.Gut.length","SI.weight","SeqRun"
"867",191,51.88,79.55,-2.102774841,3,2.61023784,100.8322932,0,NA,"1","LM-17-344","early",2017,10,3,"F","A",421,171,84,38,9.03,22.22,19.95249406,6
"868",201,56.46,88.29,2.276954776,3.72,5.0476426,130.2155672,1,1,"1","LM-17-347","early",2017,10,3,"M","A",535.5,185.5,91,41.5,7.75,22.37,16.99346405,6
"872",190,50.25,83.31,-1.991417322,3.63,6.22934764,115.5782728,0,NA,"2","LM-17-003","early",2017,9,30,"F","A",462.33,163.5,85,34,7.35,20.8,18.38513616,6
"873",196,53.79,89.08,1.031693629,3.68,2.53718329,121.5888984,1,1,"1","LM-17-016","early",2017,10,1,"M","J",492,186.5,92,42,8.54,22.52,18.69918699,6
"874",190,52.13,82.97,-1.386057775,3.32,5.15876592,109.6609124,1,1,"1","LM-17-001","early",2017,9,30,"F","A",443.54,173.5,86,37.5,8.45,21.61,19.38945755,6
"875",200,55.43,87.26,1.600426463,3.05,5.99073099,120.3206868,0,NA,"2","LM-17-329","early",2017,10,3,"M","A",499.98,164.5,85,34,6.8,20.67,17.00068003,6
"876",203,55.43,89.19,2.274822144,3.3,3.64204602,123.7336856,1,1,"1","LM-17-324","early",2017,10,3,"M","A",519.75,167,83.5,36,6.93,21.56,16.06541607,6
"877",189,51.91,83.71,-1.400133355,4.07,7.87617445,126.0873636,0,NA,"1","LM-17-241","early",2017,10,2,"F","J",496.85,181.5,87,41.5,8.35,22.87,17.51031498,6
"878",192,52.67,87.15,-0.13576737,3.79,5.98874914,119.197796,0,NA,"1","LM-17-342","early",2017,10,3,"F","J",494.86,186.5,90,42.5,8.59,22.79,18.18696197,6
"879",206,53.89,86.06,1.334562531,3.27,7.99546053,127.126296,1,1,"2","LM-17-227","early",2017,10,2,"M","A",525.48,183,94,38.5,7.33,21.04,17.88840679,6
"880",193,54.17,83.92,-0.182841401,3.87,8.5395824,119.7539964,1,1,"2","LM-17-228","early",2017,10,3,"F","J",509.78,181.5,89.5,40,7.85,22.04,17.55659304,6
"881",203,53.55,90.36,1.843403209,3.27,5.48460485,124.2730472,1,2,"2","LM-17-230","early",2017,10,3,"M","A",504.8,163,84,34,6.74,20.86,16.64025357,6
"882",199,54.2,87.13,1.040528416,3.78,5.24029163,122.8943372,1,2,"1","LM-17-173","early",2017,9,30,"M","J",523.23,194,91,45.5,8.7,23.45,17.39196911,6
"883",189,52.69,79.82,-1.934626855,3.36,7.36103339,110.7588408,1,1,"1","LM-17-202","early",2017,10,1,"F","J",457.05,178,90.5,38,8.31,21.35,19.80089706,6
"884",190,51.87,83.8,-1.305691209,3.63,7.50555701,123.0440348,0,NA,"1","LM-17-348","early",2017,10,3,"F","A",503,177,88,39,7.75,22.03,17.49502982,6
"885",196,52.82,83.58,-0.470028047,3.24,3.41419078,105.6913188,1,1,"1","LM-17-225","early",2017,10,2,"F","J",448.5,178,89,39,8.7,21.91,19.84392419,6
"886",201,53.1,87.58,0.918897621,3.58,5.54918824,124.254828,1,1,"1","LM-17-226","early",2017,10,2,"M","A",518.19,163,81,36,6.95,22.09,15.63133214,6
"887",201,52.55,84.97,0.173982652,3.14,8.5910992,123.6192432,0,NA,"1","LM-17-218","early",2017,10,2,"M","A",496.92,169,86,36,7.24,21.3,17.30660871,6
"888",202,55.44,85.55,1.425620138,2.97,4.98543743,120.2276188,1,1,"1","LM-17-215","early",2017,10,2,"M","A",496,160,82,33.5,6.75,20.94,16.53225806,6
"889",196,51.89,84.76,-0.557446148,4.19,10.01663312,128.5727172,1,2,"1","LM-17-169","early",2017,9,30,"F","J",518.24,187.5,94,41,7.91,21.87,18.13831429,6
"890",196,53.05,85.04,-0.081283185,4.17,7.47397755,117.9588852,0,NA,"1","LM-17-224","early",2017,10,2,"F","J",483.65,174.5,83,40,8.27,22.92,17.16117027,6
"891",203,53.5,85.86,0.882356694,3.62,4.19763407,132.5134044,0,NA,"1","LM-17-195","early",2017,10,1,"M","A",545.02,171,84,38,6.97,22.22,15.41227845,6
"892",192,51.14,84.09,-1.32768966,3.59,5.12100555,113.0265884,1,3,"1","LM-17-201","early",2017,10,1,"F","J",474.2,184,91,41,8.65,22.28,19.1902151,6
"893",197,54.98,88.1,1.344576297,3.65,7.96894591,127.7339604,0,NA,"1","LM-17-083","early",2017,10,3,"M","J",527.09,177.5,88.5,39,7.4,21.97,16.79030147,6
"894",189,51.62,85.37,-1.156623184,4.27,8.40780204,125.6349184,1,1,"1","LM-17-077","early",2017,10,2,"F","J",486.26,184.5,88,42.5,8.74,23.04,18.09731419,6
"895",199,53.12,91.59,1.586505054,4.11,7.22768248,122.0698556,0,NA,"2","LM-17-204","early",2017,10,1,"M","J",527.06,185.5,89,42.5,8.06,22.91,16.88612302,6
"896",198,53.59,88.58,1.034884339,3.63,5.37973548,130.7842296,1,1,"1","LM-17-175","early",2017,9,30,"M","A",556.88,178.5,92,37.5,6.73,21.01,16.52061485,6
"897",202,54.68,84.87,1.009590445,3.09,9.2481503,128.14484,1,1,"1","LM-17-183","early",2017,9,30,"M","A",493.04,153.5,79.5,31.5,6.39,20.52,16.12445238,6
"898",198,54.3,83.96,0.322213916,3.82,5.79966744,128.414896,1,2,"1","LM-17-071","early",2017,10,2,"M","A",521.47,167.5,87,34.5,6.62,20.6,16.68360596,6
"899",200,55.59,87.31,1.668488841,4.29,4.39208901,122.2690452,1,1,"2","LM-17-073","early",2017,10,2,"M","J",500.87,184.5,87,43,8.59,23.31,17.36977659,6
"900",203,55.4,85.6,1.511679604,3.67,5.2598326,124.913206,NA,NA,"1","LM-17-187","early",2017,9,30,"M","A",513.49,173.5,91,35.5,6.91,20.46,17.72186411,6
"901",194,54.66,82.47,-0.220385345,3.35,3.76155253,117.988186,0,NA,"2","LM-17-301","early",2017,10,3,"M","J",485.07,170.5,82,38,7.83,22.29,16.90477663,6
"902",199,55.69,88.77,1.920469557,3.2,3.04671575,126.642578,0,NA,"1","LM-17-325","early",2017,10,2,"M","A",516.47,162,82.5,35,6.78,21.6,15.97382229,6
"903",192,51.3,82.51,-1.601221495,3.69,5.4208142,107.7341256,0,NA,"1","LM-17-323","early",2017,10,3,"F","J",482,182.5,88,41.5,8.61,22.74,18.25726141,6
"904",198,54.23,84.22,0.351508324,2.92,6.65554848,116.4081172,0,NA,"1","LM-17-302","early",2017,10,3,"M","A",456.58,152,82,30,6.57,19.74,17.95961277,6
"905",201,54.71,85.47,1.056150528,3.51,4.82176921,122.0203636,0,NA,"1","LM-17-242","early",2017,10,3,"M","A",480,156,78.5,33.5,6.98,21.47,16.35416667,6
"906",209,54.28,84.56,1.430504465,3.04,6.3088915,129.5558088,0,NA,"1","LM-17-191","early",2017,9,30,"M","A",500.18,168,89,34,6.8,20.24,17.79359431,6
"907",190,51.12,79.28,-2.522859186,3.53,5.61526914,115.2091944,0,NA,"1","LM-17-194","early",2017,10,1,"F","A",463.76,NA,NA,NA,NA,NA,NA,6
"908",193,52.43,82.19,-1.171618616,3.47,3.67085089,111.655016,0,NA,"1","LM-17-074","early",2017,10,2,"F","J",465.29,181,92.5,39,8.38,21.55,19.88007479,6
"909",193,53.39,86.49,0.075023657,3.79,5.92385735,117.022722,0,NA,"1","LM-17-075","early",2017,10,2,"F","J",524.31,185.5,89.5,43,8.2,23.18,17.07005398,6
"910",201,53.34,84.46,0.351424619,3.26,5.02192072,114.8009168,1,1,"1","LM-17-181","early",2017,9,30,"M","A",476.33,165.5,85,34.5,7.24,20.85,17.84477148,6
"911",203,53.2,89.64,1.566549907,3.16,7.78904014,131.897222,1,1,"1","LM-17-170","early",2017,9,30,"M","A",525.03,159,86,31,5.9,19.5,16.38001638,6
"912",195,52.68,83.01,-0.729844385,3.79,5.95186948,117.4016988,1,2,"1","LM-17-223","early",2017,10,2,"F","J",483.73,185.5,94,40,8.27,21.56,19.43232795,6
"913",200,55.37,85.04,1.113593709,4.25,5.86196058,125.6327492,0,NA,"1","LM-17-064","early",2017,10,2,"M","J",524.47,179,88,40,7.63,22.35,16.7788434,6
"914",206,56.51,92.18,3.560051035,4.56,7.52430524,137.8557536,0,NA,"1","LM-17-065","early",2017,10,2,"M","J",585.01,204,102,45,7.69,22.06,17.43559939,NA
"915",201,55.3,89.33,2.077420256,3.92,4.68303013,116.4289,1,3,"1","LM-17-205","early",2017,10,1,"M","J",512.32,182.5,91,40,7.81,21.92,17.76233604,6
"916",192,51.54,86.12,-0.758308578,4.03,7.63076009,125.62502,0,NA,"1","LM-17-211","early",2017,10,1,"F","J",497,196,98.5,43,8.65,21.94,19.81891348,6
"917",200,54.77,86.57,1.218291117,3.63,7.32296462,127.6836796,1,1,"1","LM-17-209","early",2017,10,1,"M","J",523,182,88,41.5,7.93,22.8,16.82600382,6
"918",195,52.47,84.33,-0.52879498,3.77,7.71497242,125.7743232,0,NA,"1","LM-17-212","early",2017,10,1,"F","A",501,161.5,84,33,6.59,20.43,16.76646707,6
"920",191,52.37,83.57,-1.08396441,3.7,7.57883199,115.482444,0,NA,"1","LM-17-066","early",2017,10,2,"F","J",481.02,196.5,93.5,46,9.56,23.41,19.43786121,6
"921",197,54.17,86.76,0.772237375,3.89,6.20773685,119.687074,1,1,"1","LM-17-067","early",2017,10,3,"M","J",496.07,188.5,95.5,40.5,8.16,21.49,19.25131534,6
"922",195,54.5,85.56,0.459569785,3.71,5.3404776,110.4808584,0,NA,"1","LM-17-088","early",2017,10,3,"M","J",469,179.5,90,39.5,8.42,22.01,19.18976546,6
"923",189,52.23,84.65,-1.087972319,3.44,6.24391174,113.5816056,0,NA,"1","LM-17-149","early",2017,9,30,"F","A",445.17,170.5,84,37.5,8.42,21.99,18.86919604,6
"924",196,51.97,85.85,-0.300226102,4,5.00387726,120.7309364,0,NA,"1","LM-17-034","early",2017,9,30,"F","A",491.24,172,85,37.5,7.63,21.8,17.30315121,6
"925",199,53.15,83.4,-0.119051682,NA,8.64941371,125.0476424,1,1,"1","LM-18-001","early",2018,10,3,"M","A",519.65,202,97,47,9.04,23.27,18.66641008,6
"926",188,51.97,84.41,-1.321819567,NA,6.07067122,113.2335072,1,1,"1","LM-18-086","early",2018,10,10,"F","J",490.35,190.5,92.5,43,8.77,22.57,18.86407668,6
"927",202,54.41,87.22,1.404899851,4.02,5.81660976,119.6862852,1,1,"1","LM-17-134","early",2017,9,30,"M","A",524,190,94,42,8.02,22.11,17.9389313,6
"928",184,50.38,84.11,-2.316839435,2.9,7.44706656,113.6101176,1,1,"1","LM-17-104","early",2017,10,2,"F","A",438.83,163.5,81.5,36,8.2,22.02,18.57211221,6
"929",201,55.4,89.36,2.119697284,3.2,7.13887472,122.9113732,0,NA,"1","LM-17-103","early",2017,10,2,"M","J",501.07,181,88,41,8.18,22.65,17.56241643,6
"930",202,54.16,85.68,0.992191626,3.92,8.13569712,118.9698972,0,NA,"1","LM-17-098","early",2017,10,2,"M","J",505.72,181,89.5,40.5,8.01,22.38,17.69754014,6
"931",186,54.28,86.19,-0.297375148,3.56,6.41842934,117.5347548,0,NA,"1","LM-17-097","early",2017,10,1,"F","J",489.48,180,91,38.5,7.87,21.39,18.59115796,6
"932",204,54.56,91.44,2.523211869,3.58,5.74395158,138.6493568,1,2,"1","LM-17-053","early",2017,10,2,"M","J",557.54,182.5,92,40,7.17,21.92,16.50105822,6
"933",203,53.66,86.03,0.975567112,3.26,4.28136206,132.7957636,0,NA,"2","LM-17-063","early",2017,10,2,"M","A",524.02,174,89,37,7.06,21.26,16.98408458,6
"934",198,54.54,88.82,1.427085585,3.15,5.65982722,121.3051588,0,NA,"1","LM-17-142","early",2017,9,30,"M","J",518.7,194,93,44.5,8.58,22.94,17.92943898,6
"935",198,53.79,86.53,0.677252021,3.96,7.42174105,133.8077616,1,1,NA,"LM-17-141","early",2017,9,30,"M","A",523.15,169,81,38,7.26,22.49,15.48313103,6
"936",191,51.21,84.64,-1.27721192,3.69,7.49708585,116.9862836,0,NA,"1","LM-17-152","early",2017,9,30,"F","J",482.76,191.5,93,43.5,9.01,22.72,19.26423067,6
"937",202,52.71,87.19,0.786782546,3.82,5.56991832,118.5936812,0,NA,"1","LM-17-113","early",2017,10,3,"M","J",476.22,191,92,43.5,9.13,22.77,19.31880223,6
"938",208,56.93,90.41,3.520229761,3.97,3.78837555,137.0156164,0,NA,"1","LM-17-057","early",2017,10,2,"M","A",557.22,NA,NA,37,6.64,NA,NA,6
"939",189,50.52,81.14,-2.438981791,3.72,4.76715449,107.8178868,0,NA,NA,"LM-17-061","early",2017,10,2,"F","J",441.21,173,82,40.5,9.18,23.41,18.58525419,6
"940",194,50.39,82.58,-1.734106717,3.53,8.64751983,119.1793796,0,NA,"1","LM-17-050","early",2017,10,1,"F","J",473.93,182,96,38,8.02,20.88,20.25615597,6
"941",201,53.56,88.77,1.333836433,3.47,4.49355206,125.2854396,0,NA,"1","LM-17-058","early",2017,10,2,"M","J",515.75,178.5,91,38,7.37,21.29,17.64420746,6
"942",190,53.96,83.16,-0.687622727,NA,1.54234274,112.6468228,0,NA,"1","LM-18-064","early",2018,10,10,"F","A",486,178.5,85,40.5,8.33,22.69,17.48971193,6
"943",185,50.37,81.17,-2.846588298,NA,3.21465607,103.6300956,1,1,"2","LM-18-063","early",2018,10,10,"F","J",427.66,189.5,88,45,10.52,23.75,20.57709395,6
"945",190,51.72,77.9,-2.596121544,3.47,5.89813547,112.5086012,0,NA,"1","LM-17-087","early",2017,10,3,"F","J",447.25,163.5,83,34.5,7.71,21.1,18.55785355,NA
"946",205,54.68,86.7,1.663029426,3.43,8.65678373,122.6377292,0,NA,"1","LM-17-089","early",2017,10,3,"M","A",502.33,164,84,35,6.97,21.34,16.72207513,6
"947",205,54.15,85.55,1.231280282,3.44,3.75308137,126.1158756,0,NA,"1","LM-17-090","early",2017,10,3,"M","A",486.32,161.5,85.5,32,6.58,19.81,17.58101661,6
"948",194,53.96,84.87,0.030645337,3.96,8.87387756,122.6187212,1,3,"1","LM-17-096","early",2017,10,1,"F","A",494,163.5,83,35,7.09,21.41,16.80161943,6
"949",186,51.85,81.56,-2.142227787,NA,5.55986168,106.4366132,1,2,"1","LM-18-052","early",2018,10,5,"F","J",466.6,193.5,87,47,10.07,24.29,18.64552079,6
"950",192,52.89,86.77,-0.136224792,NA,3.81607928,114.5542072,1,3,"1","LM-18-050","early",2018,10,5,"M","J",492.27,183,85,43,8.74,23.5,17.266947,6
"951",196,53.17,84.41,-0.170122375,NA,3.68968709,122.8274148,1,1,NA,"LM-18-091","early",2018,10,10,"M","A",510.03,177,84,41,8.04,23.16,16.46961943,6
"952",200,53.05,87.11,0.712428999,NA,2.86540044,125.4440496,1,2,"1","LM-18-075","early",2018,10,10,"M","A",509.44,165,83,36,7.07,21.82,16.2923995,6
"953",193,49.54,84.21,-1.788404775,NA,2.64751387,109.1225368,1,1,"1","LM-18-046","early",2018,10,5,"F","J",505.81,187.5,94,41,8.11,21.87,18.5840533,6
"954",192,51.44,85.64,-0.894890756,NA,4.85437677,110.0185148,1,3,"1","LM-18-049","early",2018,10,5,"M","J",489.32,209.5,98,49,10.01,23.39,20.02779367,6
"955",201,56.31,87.12,1.977776359,3.69,5.12148989,123.669524,1,3,NA,"LM-17-111","early",2017,10,2,"M","J",510,185,88,42,8.24,22.7,17.25490196,6
"957",200,52.22,85.08,-0.011709158,4.22,3.93369191,121.6168188,1,1,"1","LM-17-158","early",2017,10,1,"M","J",509.34,193,87,46.5,9.13,24.09,17.08092826,6
"958",192,53.55,84.63,-0.34716406,4,4.64645887,117.2409196,1,2,"1","LM-17-162","early",2017,9,30,"M","J",501.69,181.5,88.5,40.5,8.07,22.31,17.64037553,6
"959",203,54.82,87.3,1.659201406,NA,5.13264767,133.1464256,1,1,"1","LM-18-095","early",2018,10,10,"M","A",546,169.5,84,37,6.78,21.83,15.38461538,6
"960",195,53.53,84.22,-0.170353166,NA,6.14403417,118.2796548,1,2,"2","LM-18-092","early",2018,10,10,"F","J",506.6,196,90.5,47,9.28,23.98,17.86419266,6
"961",206,55.16,88.8,2.365849335,NA,6.64936757,129.3389916,1,1,"1","LM-18-085","early",2018,10,10,"M","J",543,198.5,93.5,47,8.66,23.68,17.21915285,6
"966",199,53.57,85.63,0.499440804,NA,4.52006668,128.7620084,1,1,NA,"LM-18-088","early",2018,10,10,"M","A",503.98,173.5,86,38,7.54,21.9,17.06416921,NA
"967",203,54.75,85.49,1.254692121,NA,3.19630421,124.0734632,0,NA,"1","LM-18-087","early",2018,10,10,"M","J",545.29,196.5,91.5,46.5,8.53,23.66,16.78006199,6
"968",195,52.35,86.67,-0.081596218,NA,3.76115616,111.5136392,0,NA,"1","LM-18-090","early",2018,10,10,"M","J",524.45,192,89,45,8.58,23.44,16.97015921,6
"969",197,53.46,88.57,0.896024524,NA,3.43381972,126.5332628,1,1,"1","LM-18-072","early",2018,10,6,"M","J",522.77,192.5,91,45,8.61,23.38,17.4072728,6
"970",192,54.88,88.7,0.984440866,NA,2.86698592,115.7479644,1,3,"2","LM-18-074","early",2018,10,6,"M","J",517.04,192.5,93,43.5,8.41,22.6,17.98700294,6
"971",197,53.65,84.02,0.0108757,NA,5.87223765,124.1031584,1,3,"2","LM-18-083","early",2018,10,10,"M","A",542.74,172,83,38,7,22.09,15.2927737,6
"972",189,52.02,83.68,-1.366831346,NA,5.37077998,116.0978376,0,NA,"1","LM-18-081","early",2018,10,10,"F","J",508.07,202.5,94,48,9.45,23.7,18.5013876,6
"973",199,53.2,86.56,0.561175051,NA,6.60971332,133.0521744,1,2,"1","LM-18-037","early",2018,10,3,"M","J",544.29,191,89.5,44.5,8.18,23.3,16.44344008,6
"974",199,55.25,86.34,1.252865668,NA,5.20561425,118.385382,1,1,"2","LM-18-039","early",2018,10,3,"M","A",493.34,183.3,84.5,43.4,8.8,23.68,17.12814692,6
"975",198,52.13,86.22,0.014851962,NA,2.81276757,122.4957608,1,2,"1","LM-18-040","early",2018,10,3,"M","A",514.65,180,81.5,43,8.36,23.89,15.83600505,6
"976",200,55.31,87.14,1.532090402,NA,2.65827528,119.026724,1,2,"1","LM-18-094","early",2018,10,10,"M","A",523.24,183.5,90.5,40.5,7.74,22.07,17.29607828,6
"977",192,51.29,84.52,-1.183590824,NA,1.04737438,97.9495464,0,NA,"1","LM-18-044","early",2018,10,5,"M","J",446.82,194.5,86,48.5,10.85,24.94,19.24712412,6
"978",192,50.5,84.07,-1.562217112,NA,14.06256056,133.6962772,1,1,"1","LM-18-002","early",2018,10,3,"F","J",517.6,197.5,88,48.5,9.37,24.56,17.0015456,6
"979",200,54.17,85.37,0.750870611,NA,6.14513531,123.6843908,0,NA,"1","LM-18-008","early",2018,10,3,"M","J",529.59,188.5,93.5,41.5,7.84,22.02,17.6551672,6
"980",199,54.58,86.42,1.028497911,NA,4.63728294,123.4333044,1,2,"1","LM-18-011","early",2018,10,3,"M","J",517.25,195,86.5,48,9.28,24.62,16.72305462,6
"981",200,55.02,89.7,1.964210875,NA,3.4126053,133.9043792,1,1,"2","LM-18-070","early",2018,10,10,"M","J",539.05,187,87,44,8.16,23.53,16.13950468,6
"982",202,54.54,88.93,1.810046446,NA,3.69855462,123.611514,1,1,"1","LM-18-010","early",2018,10,3,"M","A",528.19,173.5,87.5,37.5,7.1,21.61,16.56600844,6
"984",183,50.96,82.34,-2.56900805,NA,2.59179801,96.3247184,0,NA,"1","LM-18-100","early",2018,10,10,"F","J",436.31,205,97,48,11,23.41,22.23189934,6
"985",192,53.87,85.72,-0.003567973,NA,5.66061996,118.91169,1,3,"1","LM-18-097","early",2018,10,10,"F","J",515.04,176,86,39.5,7.67,22.44,16.69773221,6
"986",191,49.43,82.91,-2.280385142,NA,3.19551147,105.1355128,0,NA,"1","LM-18-096","early",2018,10,10,"F","J",437.34,183,81.5,45.5,10.4,24.86,18.63538666,6
"988",186,52.14,82.47,-1.847150766,NA,1.29485856,91.3789736,1,1,"1","LM-18-055","early",2018,10,5,"F","A",402,172.5,86.5,37,9.2,21.45,21.51741294,6
"989",204,54.52,86.24,1.419067455,NA,3.24924548,131.0473836,1,2,"1","LM-18-056","early",2018,10,5,"M","A",536.7,172,86.5,36.5,6.8,21.22,16.11701137,6
"990",195,54.45,90.32,1.439113703,NA,5.88269066,137.436986,0,NA,"1","LM-18-057","early",2018,10,5,"M","A",566.17,183.5,90.5,40,7.07,21.8,15.98459827,6
"991",200,52.17,86.65,0.299316025,NA,3.32190366,117.1732084,0,NA,"1","LM-18-059","early",2018,10,5,"M","A",498.8,181,85,42,8.42,23.2,17.04089816,6
"992",194,51.31,85.97,-0.692566422,NA,6.36381462,116.9579688,1,1,"1","LM-18-018","early",2018,10,5,"F","J",488.34,185.5,81.5,46,9.42,24.8,16.68919196,6
"993",190,51.61,81.86,-1.805825237,NA,0.91979308,100.3240072,1,3,"1","LM-18-042","early",2018,10,5,"F","J",436.69,189,91,43.5,9.96,23.02,20.83858114,6
"994",188,52.87,85.57,-0.754811689,NA,4.82935966,114.5734124,0,NA,"1","LM-18-038","early",2018,10,3,"M","J",501.46,185.5,90,41.5,8.28,22.37,17.94759303,6
"995",198,53.57,85.64,0.411559352,NA,5.62484144,130.6513708,0,NA,"1","LM-18-003","early",2018,10,3,"M","J",556.95,205.2,92,50.1,9,24.42,16.51853847,6
"996",205,54.83,85.44,1.45296003,NA,3.89870613,122.956724,0,NA,"1","LM-18-031","early",2018,10,3,"M","A",504.53,174.5,82.5,40,7.93,22.92,16.35185222,6
"997",189,52,83.75,-1.35935966,NA,7.46819301,128.2505672,0,NA,"1","LM-18-022","early",2018,10,3,"F","J",483.55,181,88,40.5,8.38,22.38,18.1987385,6
"998",192,51.88,84.08,-1.063459202,NA,2.61989811,105.3309556,1,1,NA,"LM-18-014","early",2018,10,3,"F","A",454,148,84.5,12,2.64,8.11,18.6123348,6
"999",201,55.41,89.27,2.104435255,NA,5.18757079,125.1731664,0,NA,"1","LM-18-024","early",2018,10,3,"M","J",549.6,196,88,47,8.55,23.98,16.01164483,6
"1000",202,55.51,90.61,2.511222177,NA,4.09815287,134.244354,1,1,"2","LM-18-019","early",2018,10,5,"M","A",556.16,195,93,44,7.91,22.56,16.72180667,6
"1001",194,53.36,86.87,0.233839235,NA,2.94763092,116.4287028,1,3,"1","LM-18-062","early",2018,10,6,"M","J",500,197,91.5,47,9.4,23.86,18.3,6
"1002",202,54.18,85.43,0.946997879,NA,5.09845463,121.9468952,0,NA,"1","LM-18-021","early",2018,10,3,"M","A",507.84,188,88,44,8.66,23.4,17.32829238,6
"1003",185,51.94,86.45,-1.175031258,NA,3.6535122,115.984184,0,NA,"1","LM-18-013","early",2018,10,3,"F","J",476.94,186,87.5,43.5,9.12,23.39,18.3461232,6
"1010",196,53.95,85.09,0.253105321,NA,8.23517832,115.6252012,1,2,"1","LM-18-026","early",2018,10,3,"M","J",503.3,198.5,87.5,49.5,9.84,24.94,17.3852573,6
"1442",194,52.85,85.73,-0.188616235,NA,4.37364918,124.4421472,1,2,"2","LM-18-025","early",2018,10,3,"M","A",504.14,176.5,80,42,8.33,23.8,15.86860793,6
"1443",188,52.45,84.78,-1.071527693,NA,6.17164993,124.215826,0,NA,"1","LM-18-023","early",2018,10,3,"M","J",520.55,206.5,96.5,48.5,9.32,23.49,18.53808472,6
"1444",203,53.65,87.61,1.303083972,NA,4.28065729,114.0560168,0,NA,"2","LM-18-032","early",2018,10,3,"M","J",504.47,182,91,39.5,7.83,21.7,18.03873372,7
"1446",196,50.43,84.65,-1.105952772,NA,6.67588219,115.6917292,1,3,"2","LM-18-036","early",2018,10,3,"M","J",569.75,182,88,41.5,7.28,22.8,15.44537078,6
"1447",196,54.34,88.73,1.156290274,NA,4.61884311,125.6624444,1,2,"1","LM-18-028","early",2018,10,3,"M","J",524,182.5,84,43,8.21,23.56,16.03053435,7
"1448",202,54.18,86.54,1.17961725,NA,4.04512363,121.9554132,0,NA,"1","LM-18-027","early",2018,10,3,"M","J",526.97,196.5,99.5,42.5,8.06,21.63,18.88153026,7
"1449",203,53.87,84.67,0.766135027,NA,3.50599356,125.7747176,1,3,"1","LM-18-030","early",2018,10,3,"M","A",505.64,177,88,39,7.71,22.03,17.40368642,6
"1490",202,55.1,86.78,1.561021491,NA,6.46558607,127.8529768,0,NA,NA,"LM-18-012","early",2018,10,3,"M","J",505.8,192,92,43.5,8.6,22.66,18.18900751,7
"1491",197,52.9,88.4,0.658854036,NA,4.21964123,127.504484,1,2,NA,"LM-18-098","early",2018,10,10,"M","J",546.32,190.5,92,43.5,7.96,22.83,16.83994728,7
"1492",199,53.56,85.39,0.445545722,NA,1.5319777,115.6992612,0,NA,NA,"LM-18-041","early",2018,10,5,"M","J",489.48,182,86.5,42,8.58,23.08,17.67181499,7
"1493",195,52.18,84,-0.702323141,NA,7.2868777,122.6569344,0,NA,NA,"LM-18-007","early",2018,10,3,"M","J",494.59,183.5,87,42.5,8.59,23.16,17.59032734,7
"1494",198,52.26,86.87,0.197857535,NA,5.02192072,123.1860032,1,1,NA,"LM-18-005","early",2018,10,3,"M","J",525.65,195.5,92.5,45,8.56,23.02,17.59726053,7
"1495",198,55.41,89.91,1.968626767,NA,4.85975001,131.0394572,1,1,NA,"LM-18-099","early",2018,10,10,"M","J",555,212.5,105.5,48,8.65,22.59,19.00900901,7
"1496",203,53.49,85.29,0.759304501,NA,1.77985825,110.9174508,1,1,NA,"LM-18-067","early",2018,10,10,"M","J",482.33,185,90,42,8.71,22.7,18.65942405,7
"1497",201,52.82,86.61,0.614845581,NA,1.69683503,109.3399456,1,1,NA,"LM-18-066","early",2018,10,10,"M","J",471.96,164,79,37,7.84,22.56,16.73870667,7
"1498",199,53.92,90.43,1.631327472,NA,2.32776788,103.4512944,0,NA,NA,"LM-18-058","early",2018,10,5,"M","J",474.57,190.5,91,44,9.27,23.1,19.17525339,7
"1499",203,51.06,88.24,0.502969733,NA,2.57485569,113.6204104,1,1,NA,"LM-18-051","early",2018,10,5,"M","J",505.12,190,89.5,44,8.71,23.16,17.71856193,7
"1500",195,54.03,85.07,0.187728872,NA,5.13026945,122.0706444,1,1,NA,"LM-18-004","early",2018,10,3,"M","J",524.06,193.5,92,44,8.4,22.74,17.55524177,7
"407",194,53.04,86.51,0.043227059,3.63,5.00506637,111.995188,0,NA,"2","LM-11-038","early",2011,10,3,"M","J",438.92,187,96,40,9.11,21.39,21.87186731,7
