"","Fruits_mean","Infructescence_mean","Leaves_mean"
"500",22.8124434689688,8.8131111614375,27.9031606958594
"501",22.8124434689688,8.8131111614375,27.9031606958594
"502",22.8124434689688,8.8131111614375,27.9031606958594
"503",22.8124434689688,8.8131111614375,27.9031606958594
"504",22.8124434689688,8.8131111614375,27.9031606958594
"505",22.8124434689688,8.8131111614375,27.9031606958594
"506",22.8124434689688,8.8131111614375,27.9031606958594
"507",22.8124434689688,8.8131111614375,27.9031606958594
"508",22.8124434689688,8.8131111614375,27.9031606958594
"509",35.1461308208261,17.9062465833768,25.4135242113188
"510",35.1461308208261,17.9062465833768,25.4135242113188
"511",22.8124434689688,8.8131111614375,27.9031606958594
"512",22.8124434689688,8.8131111614375,27.9031606958594
"513",22.8124434689688,8.8131111614375,27.9031606958594
"514",22.8124434689688,8.8131111614375,27.9031606958594
"515",22.8124434689688,8.8131111614375,27.9031606958594
"516",22.8124434689688,8.8131111614375,27.9031606958594
"517",22.8124434689688,8.8131111614375,27.9031606958594
"518",22.8124434689688,8.8131111614375,27.9031606958594
"519",22.8124434689688,8.8131111614375,27.9031606958594
"520",22.8124434689688,8.8131111614375,27.9031606958594
"521",22.8124434689688,8.8131111614375,27.9031606958594
"522",35.1461308208261,17.9062465833768,25.4135242113188
"523",22.8124434689688,8.8131111614375,27.9031606958594
"524",22.8124434689688,8.8131111614375,27.9031606958594
"525",22.8124434689688,8.8131111614375,27.9031606958594
"526",22.8124434689688,8.8131111614375,27.9031606958594
"527",35.1461308208261,17.9062465833768,25.4135242113188
"528",35.1461308208261,17.9062465833768,25.4135242113188
"529",35.1461308208261,17.9062465833768,25.4135242113188
"530",35.1461308208261,17.9062465833768,25.4135242113188
"531",22.8124434689688,8.8131111614375,27.9031606958594
"532",22.8124434689688,8.8131111614375,27.9031606958594
"533",22.8124434689688,8.8131111614375,27.9031606958594
"534",22.8124434689688,8.8131111614375,27.9031606958594
"535",22.8124434689688,8.8131111614375,27.9031606958594
"536",35.1461308208261,17.9062465833768,25.4135242113188
"537",35.1461308208261,17.9062465833768,25.4135242113188
"538",35.1461308208261,17.9062465833768,25.4135242113188
"539",22.8124434689688,8.8131111614375,27.9031606958594
"540",22.8124434689688,8.8131111614375,27.9031606958594
"541",35.1461308208261,17.9062465833768,25.4135242113188
"542",35.1461308208261,17.9062465833768,25.4135242113188
"543",35.1461308208261,17.9062465833768,25.4135242113188
"544",35.1461308208261,17.9062465833768,25.4135242113188
"545",22.8124434689688,8.8131111614375,27.9031606958594
"546",22.8124434689688,8.8131111614375,27.9031606958594
"547",22.8124434689688,8.8131111614375,27.9031606958594
"548",22.8124434689688,8.8131111614375,27.9031606958594
"549",35.1461308208261,17.9062465833768,25.4135242113188
"550",35.1461308208261,17.9062465833768,25.4135242113188
"551",35.1461308208261,17.9062465833768,25.4135242113188
"552",35.1461308208261,17.9062465833768,25.4135242113188
"553",35.1461308208261,17.9062465833768,25.4135242113188
"554",35.1461308208261,17.9062465833768,25.4135242113188
"555",35.1461308208261,17.9062465833768,25.4135242113188
"556",35.1461308208261,17.9062465833768,25.4135242113188
"557",35.1461308208261,17.9062465833768,25.4135242113188
"558",35.1461308208261,17.9062465833768,25.4135242113188
"559",35.1461308208261,17.9062465833768,25.4135242113188
"560",35.1461308208261,17.9062465833768,25.4135242113188
"561",35.1461308208261,17.9062465833768,25.4135242113188
"562",35.1461308208261,17.9062465833768,25.4135242113188
"563",35.1461308208261,17.9062465833768,25.4135242113188
"564",35.1461308208261,17.9062465833768,25.4135242113188
"565",35.1461308208261,17.9062465833768,25.4135242113188
"566",35.1461308208261,17.9062465833768,25.4135242113188
"567",35.1461308208261,17.9062465833768,25.4135242113188
"568",35.1461308208261,17.9062465833768,25.4135242113188
"569",35.1461308208261,17.9062465833768,25.4135242113188
"570",35.1461308208261,17.9062465833768,25.4135242113188
"571",35.1461308208261,17.9062465833768,25.4135242113188
"572",35.1461308208261,17.9062465833768,25.4135242113188
"573",35.1461308208261,17.9062465833768,25.4135242113188
"574",35.1461308208261,17.9062465833768,25.4135242113188
"575",35.1461308208261,17.9062465833768,25.4135242113188
"576",35.1461308208261,17.9062465833768,25.4135242113188
"577",35.1461308208261,17.9062465833768,25.4135242113188
"578",35.1461308208261,17.9062465833768,25.4135242113188
"579",35.1461308208261,17.9062465833768,25.4135242113188
"580",35.1461308208261,17.9062465833768,25.4135242113188
"581",35.1461308208261,17.9062465833768,25.4135242113188
"582",35.1461308208261,17.9062465833768,25.4135242113188
"583",35.1461308208261,17.9062465833768,25.4135242113188
"584",35.1461308208261,17.9062465833768,25.4135242113188
"585",35.1461308208261,17.9062465833768,25.4135242113188
"586",35.1461308208261,17.9062465833768,25.4135242113188
"587",35.1461308208261,17.9062465833768,25.4135242113188
"588",35.1461308208261,17.9062465833768,25.4135242113188
"589",35.1461308208261,17.9062465833768,25.4135242113188
"590",35.1461308208261,17.9062465833768,25.4135242113188
"591",41.3767040143881,2.56774737717911,16.3133396112388
"593",35.1461308208261,17.9062465833768,25.4135242113188
"594",35.1461308208261,17.9062465833768,25.4135242113188
"595",41.3767040143881,2.56774737717911,16.3133396112388
"596",41.3767040143881,2.56774737717911,16.3133396112388
"597",35.1461308208261,17.9062465833768,25.4135242113188
"598",35.1461308208261,17.9062465833768,25.4135242113188
"599",35.1461308208261,17.9062465833768,25.4135242113188
"600",35.1461308208261,17.9062465833768,25.4135242113188
"601",35.1461308208261,17.9062465833768,25.4135242113188
"602",35.1461308208261,17.9062465833768,25.4135242113188
"603",35.1461308208261,17.9062465833768,25.4135242113188
"604",41.3767040143881,2.56774737717911,16.3133396112388
"605",41.3767040143881,2.56774737717911,16.3133396112388
"606",41.3767040143881,2.56774737717911,16.3133396112388
"607",41.3767040143881,2.56774737717911,16.3133396112388
